participant_id,timestamp_ms,event_type,current_it_index,player0_pos_x,player0_pos_z,player1_pos_x,player1_pos_z,gsr_raw,gsr_derivative,gsr_threshold,is_excited
izumi,0,GameStart,1,-9.07,-2.58,1.09,2.15,0.00,0.00,0.00,False
izumi,37,Tick,1,-9.07,-2.58,1.09,2.16,578.00,-2.00,5.00,False
izumi,379,Tick,1,-9.07,-2.58,0.61,3.62,580.00,0.00,5.00,False
izumi,717,Tick,1,-9.02,-3.42,-0.44,4.86,580.00,1.00,5.00,False
izumi,1076,Tick,1,-6.86,-3.75,-1.72,6.12,579.00,0.00,5.00,False
izumi,1441,Tick,1,-4.66,-3.57,-3.02,7.40,579.00,1.00,5.00,False
izumi,1808,Tick,1,-2.56,-4.45,-4.32,8.69,578.00,0.00,5.00,False
izumi,2179,Tick,1,-0.42,-3.34,-5.37,9.73,578.00,0.00,5.00,False
izumi,2569,Tick,1,1.55,-1.81,-6.67,10.39,576.00,-2.00,5.00,False
izumi,2978,Tick,1,2.92,0.29,-8.08,10.90,575.00,-5.00,5.00,False
izumi,3373,Tick,1,4.76,1.28,-9.65,11.47,574.00,-6.00,5.00,True
izumi,3740,Tick,1,5.59,2.45,-10.48,11.77,574.00,-5.00,5.00,False
izumi,4111,Tick,1,7.33,4.11,-9.71,11.83,574.00,-4.00,5.00,False
izumi,4489,Tick,1,9.52,5.09,-8.35,11.93,575.00,-3.00,5.00,False
izumi,4863,Tick,1,11.92,5.62,-7.85,11.96,575.00,-2.00,5.00,False
izumi,5241,Tick,1,14.31,5.12,-6.79,11.44,576.00,0.00,5.00,False
izumi,5615,Tick,1,16.22,3.63,-7.10,11.73,576.00,1.00,5.00,False
izumi,5992,Tick,1,17.90,1.86,-8.24,12.48,577.00,3.00,5.00,False
izumi,6362,Tick,1,18.75,1.02,-9.56,13.35,577.00,3.00,5.00,False
izumi,6738,Tick,1,19.67,1.56,-10.03,13.66,578.00,4.00,5.00,False
izumi,7114,Tick,1,21.39,3.25,-8.89,12.39,578.00,3.00,5.00,False
izumi,7489,Tick,1,21.52,3.33,-7.89,11.98,578.00,3.00,5.00,False
izumi,7858,Tick,1,22.07,4.91,-7.80,11.95,578.00,2.00,5.00,False
izumi,8242,Tick,1,21.99,7.38,-5.97,11.75,578.00,2.00,5.00,False
izumi,8623,Tick,1,20.83,9.48,-4.07,11.55,578.00,1.00,5.00,False
izumi,9003,Tick,1,19.29,11.48,-2.18,11.38,579.00,1.00,5.00,False
izumi,9376,Tick,1,17.71,13.31,-0.64,11.24,579.00,2.00,5.00,False
izumi,9749,ItChanged,0,15.85,14.85,0.78,11.10,579.00,2.00,5.00,False
izumi,9756,Tick,0,15.85,14.85,0.84,11.09,579.00,2.00,5.00,False
izumi,10131,Tick,0,13.75,16.19,-0.71,11.04,580.00,2.00,5.00,False
izumi,10510,Tick,0,11.39,16.84,-2.60,10.98,580.00,2.00,5.00,False
izumi,10892,Tick,0,8.91,16.95,-4.17,10.93,580.00,2.00,5.00,False
izumi,11265,Tick,0,6.54,17.23,-5.54,10.94,579.00,1.00,5.00,False
izumi,11634,Tick,0,4.52,16.17,-6.87,11.26,578.00,-1.00,5.00,False
izumi,12010,Tick,0,2.70,14.71,-8.23,11.59,576.00,-3.00,5.00,False
izumi,12385,Tick,0,0.22,14.52,-9.79,11.96,576.00,-3.00,5.00,False
izumi,12749,Tick,0,-2.13,14.58,-10.40,12.11,576.00,-4.00,5.00,False
izumi,13121,Tick,0,-4.53,14.36,-10.43,11.11,576.00,-4.00,5.00,False
izumi,13491,Tick,0,-6.94,14.19,-10.47,9.74,576.00,-4.00,5.00,False
izumi,13877,Tick,0,-9.40,14.01,-10.52,8.16,577.00,-2.00,5.00,False
izumi,14253,Tick,0,-9.21,14.00,-10.55,7.20,578.00,1.00,5.00,False
izumi,14624,Tick,0,-8.21,12.16,-10.08,6.52,578.00,1.00,5.00,False
izumi,15008,Tick,0,-7.17,9.88,-9.48,5.47,578.00,2.00,5.00,False
izumi,15379,Tick,0,-6.18,7.70,-8.75,4.31,579.00,3.00,5.00,False
izumi,15749,Tick,0,-6.55,5.40,-7.95,3.05,578.00,2.00,5.00,False
izumi,16114,Tick,0,-7.27,3.47,-7.13,1.76,579.00,2.00,5.00,False
izumi,16449,ItChanged,1,-8.60,2.66,-7.09,1.69,579.00,2.00,5.00,False
izumi,16482,Tick,1,-8.71,2.59,-7.18,1.79,579.00,2.00,5.00,False
izumi,16883,Tick,1,-9.71,0.78,-7.98,2.62,579.00,1.00,5.00,False
izumi,17248,Tick,1,-8.36,-1.09,-8.35,3.01,580.00,2.00,5.00,False
izumi,17622,Tick,1,-7.50,-3.20,-8.44,3.10,580.00,2.00,5.00,False
izumi,17992,Tick,1,-5.28,-4.04,-7.98,4.51,580.00,2.00,5.00,False
izumi,18360,Tick,1,-2.90,-4.32,-7.62,5.98,580.00,1.00,5.00,False
izumi,18725,Tick,1,-0.53,-4.24,-7.20,7.76,580.00,1.00,5.00,False
izumi,19086,Tick,1,1.78,-3.81,-6.46,8.66,581.00,2.00,5.00,False
izumi,19459,Tick,1,4.12,-3.19,-4.93,7.60,581.00,2.00,5.00,False
izumi,19827,Tick,1,6.44,-2.58,-3.42,6.55,580.00,0.00,5.00,False
izumi,20185,Tick,1,8.67,-1.99,-1.94,5.53,581.00,2.00,5.00,False
izumi,20646,Tick,1,11.56,-1.21,0.04,4.36,580.00,0.00,5.00,False
izumi,21141,Tick,1,14.65,-0.33,2.34,3.46,580.00,0.00,5.00,False
izumi,21535,Tick,1,15.90,1.81,4.27,3.05,580.00,-1.00,5.00,False
izumi,21904,Tick,1,16.43,4.14,5.73,3.03,580.00,-1.00,5.00,False
izumi,22278,Tick,1,16.95,6.51,7.56,3.42,580.00,0.00,5.00,False
izumi,22648,Tick,1,17.46,8.85,9.08,4.43,580.00,0.00,5.00,False
izumi,23009,Tick,1,17.77,11.19,10.55,5.49,579.00,-1.00,5.00,False
izumi,23376,Tick,1,18.02,13.57,11.64,6.48,577.00,-3.00,5.00,False
izumi,23755,Tick,1,17.71,15.95,12.74,8.01,576.00,-4.00,5.00,False
izumi,24124,Tick,1,16.30,17.90,13.43,9.70,575.00,-5.00,5.00,False
izumi,24507,Tick,1,14.27,19.19,13.83,11.56,576.00,-4.00,5.00,False
izumi,24877,Tick,1,11.95,19.82,13.65,13.39,576.00,-5.00,5.00,False
izumi,25242,Tick,1,9.79,20.81,12.86,15.01,577.00,-3.00,5.00,False
izumi,25615,Tick,1,7.65,21.95,11.86,16.51,577.00,-2.00,5.00,False
izumi,25986,Tick,1,5.47,22.85,11.05,17.74,578.00,1.00,5.00,False
izumi,26354,Tick,1,3.18,23.68,10.62,18.37,578.00,2.00,5.00,False
izumi,26706,Tick,1,1.03,24.48,9.81,18.38,577.00,1.00,5.00,False
izumi,27070,Tick,1,-1.15,25.28,8.49,18.40,578.00,2.00,5.00,False
izumi,27289,ItChanged,0,-2.54,25.79,7.58,18.41,577.00,1.00,5.00,False
izumi,27440,Tick,0,-3.48,25.94,6.96,18.41,578.00,2.00,5.00,False
izumi,27798,Tick,0,-5.77,26.21,5.71,18.43,577.00,0.00,5.00,False
izumi,28162,Tick,0,-8.10,26.49,5.73,18.90,577.00,0.00,5.00,False
izumi,28527,Tick,0,-10.52,26.78,5.79,20.21,577.00,-1.00,5.00,False
izumi,28901,Tick,0,-11.21,26.29,5.80,20.51,578.00,0.00,5.00,False
izumi,29276,Tick,0,-10.42,24.11,7.17,20.71,577.00,-1.00,5.00,False
izumi,29651,Tick,0,-8.32,22.92,9.03,20.97,575.00,-3.00,5.00,False
izumi,30033,Tick,0,-5.92,22.30,10.92,21.25,574.00,-3.00,5.00,False
izumi,30401,Tick,0,-3.57,21.91,12.74,21.51,574.00,-3.00,5.00,False
izumi,30785,Tick,0,-1.08,21.76,13.98,21.69,574.00,-3.00,5.00,False
izumi,31162,Tick,0,1.37,21.76,15.12,22.89,574.00,-3.00,5.00,False
izumi,31531,Tick,0,3.66,22.28,15.35,24.41,575.00,-2.00,5.00,False
izumi,31914,Tick,0,5.21,24.14,15.51,26.19,575.00,-1.00,5.00,False
izumi,32290,Tick,0,6.25,26.35,16.14,27.97,576.00,1.00,5.00,False
izumi,32657,Tick,0,7.85,28.17,16.79,29.68,576.00,2.00,5.00,False
izumi,33028,Tick,0,9.61,29.75,17.46,31.41,576.00,2.00,5.00,False
izumi,33405,Tick,0,11.17,31.63,18.50,32.92,577.00,3.00,5.00,False
izumi,33774,Tick,0,13.35,32.56,19.61,33.71,577.00,3.00,5.00,False
izumi,34150,Tick,0,15.67,33.35,20.43,32.65,577.00,2.00,5.00,False
izumi,34514,Tick,0,17.97,33.43,20.46,31.77,578.00,3.00,5.00,False
izumi,34709,ItChanged,1,19.14,32.81,20.44,31.33,577.00,2.00,5.00,False
izumi,34889,Tick,1,20.03,32.16,20.34,31.17,578.00,2.00,5.00,False
izumi,35263,Tick,1,18.52,32.11,20.34,31.17,578.00,2.00,5.00,False
izumi,35608,Tick,1,16.32,32.31,20.34,31.17,578.00,2.00,5.00,False
izumi,35967,Tick,1,14.03,31.89,19.35,31.33,579.00,2.00,5.00,False
izumi,36334,Tick,1,11.71,31.32,17.52,31.40,579.00,2.00,5.00,False
izumi,36707,Tick,1,9.36,30.76,15.66,31.31,579.00,2.00,5.00,False
izumi,37075,Tick,1,7.04,30.23,13.83,31.11,578.00,0.00,5.00,False
izumi,37443,Tick,1,4.68,29.71,12.01,30.85,575.00,-3.00,5.00,False
izumi,37811,Tick,1,2.37,29.11,10.19,30.54,574.00,-4.00,5.00,False
izumi,38173,Tick,1,0.11,28.43,8.43,30.17,572.00,-6.00,5.00,True
izumi,38540,Tick,1,-2.16,27.74,7.22,29.52,572.00,-6.00,5.00,True
izumi,38917,Tick,1,-3.89,27.01,5.79,28.29,573.00,-6.00,5.00,True
izumi,39283,Tick,1,-4.69,26.29,4.40,27.10,573.00,-6.00,5.00,True
izumi,39645,Tick,1,-5.52,25.56,3.03,25.92,574.00,-3.00,5.00,False
izumi,39929,ItChanged,0,-6.16,24.99,1.96,25.00,574.00,-2.00,5.00,False
izumi,40016,Tick,0,-6.33,24.83,2.08,25.01,575.00,0.00,5.00,False
izumi,40383,Tick,0,-7.85,23.94,3.87,25.08,575.00,1.00,5.00,False
izumi,40744,Tick,0,-9.83,22.93,5.67,25.14,574.00,2.00,5.00,False
izumi,41120,Tick,0,-12.18,22.21,7.54,25.19,573.00,1.00,5.00,False
izumi,41507,Tick,0,-13.91,21.73,9.40,25.00,573.00,0.00,5.00,False
izumi,41880,Tick,0,-11.64,22.56,11.15,24.34,573.00,0.00,5.00,False
izumi,42270,Tick,0,-9.15,22.73,12.97,23.66,573.00,-2.00,5.00,False
izumi,42647,Tick,0,-6.79,22.25,14.58,22.89,574.00,0.00,5.00,False
izumi,43018,Tick,0,-4.52,21.37,15.04,22.21,574.00,0.00,5.00,False
izumi,43386,Tick,0,-2.26,20.56,15.25,23.33,575.00,2.00,5.00,False
izumi,43750,Tick,0,-0.03,19.78,15.25,25.10,575.00,2.00,5.00,False
izumi,44120,Tick,0,2.26,18.98,15.44,26.89,576.00,3.00,5.00,False
izumi,44495,Tick,0,4.56,18.19,15.33,28.76,576.00,3.00,5.00,False
izumi,44907,Tick,0,6.52,19.67,14.79,30.74,576.00,3.00,5.00,False
izumi,45267,Tick,0,7.86,21.61,13.95,32.33,577.00,3.00,5.00,False
izumi,45634,Tick,0,9.20,23.57,12.82,33.77,577.00,2.00,5.00,False
izumi,45991,Tick,0,9.31,25.72,11.41,34.86,577.00,2.00,5.00,False
izumi,46349,Tick,0,8.56,27.93,10.79,35.77,577.00,2.00,5.00,False
izumi,46718,Tick,0,7.76,30.19,12.56,36.18,577.00,1.00,5.00,False
izumi,47083,Tick,0,6.97,32.42,14.38,36.15,576.00,0.00,5.00,False
izumi,47446,Tick,0,6.18,34.65,16.13,36.59,574.00,-2.00,5.00,False
izumi,47825,Tick,0,7.43,35.55,17.95,37.12,574.00,-2.00,5.00,False
izumi,48192,Tick,0,9.76,35.84,19.74,37.52,574.00,-3.00,5.00,False
izumi,48564,Tick,0,12.18,36.13,21.57,37.85,574.00,-3.00,5.00,False
izumi,48937,Tick,0,14.60,36.36,23.41,38.17,575.00,-2.00,5.00,False
izumi,49302,Tick,0,16.96,36.49,24.42,36.94,576.00,-1.00,5.00,False
izumi,49685,Tick,0,19.35,36.97,24.98,35.12,576.00,0.00,5.00,False
izumi,50113,Tick,0,21.75,35.91,25.23,33.01,576.00,2.00,5.00,False
izumi,50477,Tick,0,22.79,33.73,25.52,31.21,576.00,2.00,5.00,False
izumi,50836,Tick,0,23.58,31.53,25.77,29.43,577.00,3.00,5.00,False
izumi,51205,Tick,0,24.43,29.28,25.99,27.60,576.00,1.00,5.00,False
izumi,51349,ItChanged,1,24.78,28.40,26.07,26.89,576.00,1.00,5.00,False
izumi,51588,Tick,1,25.22,26.93,26.10,26.61,576.00,1.00,5.00,False
izumi,51968,Tick,1,24.07,25.04,26.10,26.61,577.00,1.00,5.00,False
izumi,52346,Tick,1,21.72,24.19,26.10,26.61,576.00,0.00,5.00,False
izumi,52725,Tick,1,19.27,24.06,24.65,25.98,576.00,-1.00,5.00,False
izumi,53096,Tick,1,16.92,23.94,22.88,25.45,576.00,-1.00,5.00,False
izumi,53309,ItChanged,0,15.47,23.86,22.02,25.24,577.00,0.00,5.00,False
izumi,53469,Tick,0,14.95,23.63,22.13,25.63,577.00,1.00,5.00,False
izumi,53841,Tick,0,14.63,22.76,22.50,27.23,577.00,1.00,5.00,False
izumi,54216,Tick,0,14.04,21.22,22.42,28.98,577.00,1.00,5.00,False
izumi,54592,Tick,0,13.51,19.05,21.99,30.80,578.00,2.00,5.00,False
izumi,54962,Tick,0,15.63,18.79,21.07,32.40,578.00,2.00,5.00,False
izumi,55345,Tick,0,17.27,20.69,19.74,33.76,578.00,1.00,5.00,False
izumi,55712,Tick,0,18.28,22.83,18.19,34.74,577.00,1.00,5.00,False
izumi,56077,Tick,0,18.22,25.21,16.54,35.52,577.00,0.00,5.00,False
izumi,56459,Tick,0,17.27,27.42,14.74,36.13,577.00,0.00,5.00,False
izumi,56825,Tick,0,15.75,29.27,12.95,36.55,577.00,0.00,5.00,False
izumi,57194,Tick,0,14.24,31.13,11.48,36.73,577.00,0.00,5.00,False
izumi,57562,Tick,0,12.76,32.98,9.75,36.16,578.00,0.00,5.00,False
izumi,57949,Tick,0,10.89,34.49,7.91,35.56,578.00,0.00,5.00,False
izumi,58313,Tick,0,8.53,35.07,6.18,34.99,578.00,1.00,5.00,False
izumi,58489,ItChanged,1,7.31,35.05,5.51,34.77,578.00,1.00,5.00,False
izumi,58686,Tick,1,6.38,34.51,5.59,34.80,578.00,1.00,5.00,False
izumi,59053,Tick,1,4.66,32.96,5.59,34.80,578.00,1.00,5.00,False
izumi,59417,Tick,1,2.82,31.46,5.59,34.80,579.00,2.00,5.00,False
izumi,59801,Tick,1,0.80,30.00,4.72,33.88,579.00,2.00,5.00,False
izumi,60005,GameEnd,-1,-0.27,29.23,3.99,33.18,0.00,0.00,0.00,False
